2004/5/2,28 ,25 
2004/5/9,43 ,37 
2004/5/16,59 ,50 
2004/5/23,38 ,33 
2004/5/30,62 ,53 
2004/6/6,38 ,33 
2004/6/13,40 ,34 
2004/6/20,35 ,30 
2004/6/27,27 ,23 
2004/7/4,33 ,28 
2004/7/11,29 ,25 
2004/7/18,25 ,22 
2004/7/25,33 ,28 
2004/8/1,54 ,46 
2004/8/8,43 ,37 
2004/8/15,61 ,53 
2004/8/22,67 ,58 
2004/8/29,41 ,35 
2004/9/5,44 ,38 
2004/9/12,50 ,43 
2004/9/19,31 ,27 
2004/9/26,62 ,54 
2004/10/3,47 ,40 
2004/10/10,61 ,53 
2004/10/17,46 ,39 
2004/10/24,52 ,45 
2004/10/31,54 ,47 
2004/11/7,45 ,39 
2004/11/14,47 ,40 
2004/11/21,37 ,32 
2004/11/28,47 ,41 
2004/12/5,48 ,41 
2004/12/12,44 ,38 
2004/12/19,25 ,22 
2004/12/26,19 ,16 
2005/1/2,26 ,23 
2005/1/9,33 ,29 
2005/1/16,35 ,30 
2005/1/23,24 ,21 
2005/1/30,31 ,27 
2005/2/6,32 ,28 
2005/2/13,25 ,22 
2005/2/20,43 ,37 
2005/2/27,44 ,38 
2005/3/6,59 ,51 
2005/3/13,49 ,42 
2005/3/20,47 ,41 
2005/3/27,40 ,35 
2005/4/3,51 ,44 
2005/4/10,47 ,41 
2005/4/17,46 ,40 
2005/4/24,47 ,41 
2005/5/1,50 ,43 
2005/5/8,45 ,38 
2005/5/15,43 ,37 
2005/5/22,38 ,33 
2005/5/29,40 ,34 
2005/6/5,32 ,27 
2005/6/12,36 ,31 
2005/6/19,52 ,45 
2005/6/26,53 ,46 
2005/7/3,42 ,36 
2005/7/10,43 ,37 
2005/7/17,44 ,38 
2005/7/24,43 ,37 
2005/7/31,38 ,33 
2005/8/7,57 ,49 
2005/8/14,74 ,64 
2005/8/21,46 ,40 
2005/8/28,87 ,75 
2005/9/4,68 ,59 
2005/9/11,63 ,54 
2005/9/18,65 ,56 
2005/9/25,60 ,52 
2005/10/2,53 ,46 
2005/10/9,47 ,40 
2005/10/16,46 ,40 
2005/10/23,37 ,32 
2005/10/30,48 ,41 
2005/11/6,39 ,33 
2005/11/13,50 ,43 
2005/11/20,39 ,34 
2005/11/27,44 ,38 
2005/12/4,39 ,34 
2005/12/11,34 ,29 
2005/12/18,22 ,19 
2005/12/25,29 ,25 
2006/1/1,40 ,35 
2006/1/8,33 ,29 
2006/1/15,44 ,38 
2006/1/22,47 ,40 
2006/1/29,40 ,35 
2006/2/5,43 ,37 
2006/2/12,44 ,38 
2006/2/19,41 ,36 
2006/2/26,39 ,34 
2006/3/5,39 ,34 
2006/3/12,39 ,34 
2006/3/19,38 ,32 
2006/3/26,36 ,31 
2006/4/2,44 ,38 
2006/4/9,41 ,35 
2006/4/16,59 ,51 
2006/4/23,67 ,58 
2006/4/30,58 ,50 
2006/5/7,59 ,51 
2006/5/14,44 ,38 
2006/5/21,45 ,39 
2006/5/28,37 ,31 
2006/6/4,36 ,31 
2006/6/11,35 ,30 
2006/6/18,38 ,32 
2006/6/25,31 ,27 
2006/7/2,30 ,26 
2006/7/9,44 ,38 
2006/7/16,46 ,40 
2006/7/23,38 ,32 
2006/7/30,33 ,28 
2006/8/6,49 ,43 
2006/8/13,43 ,37 
2006/8/20,28 ,24 
2006/8/27,36 ,31 
2006/9/3,44 ,38 
2006/9/10,50 ,43 
2006/9/17,57 ,49 
2006/9/24,49 ,42 
2006/10/1,49 ,42 
2006/10/8,42 ,36 
2006/10/15,43 ,37 
2006/10/22,41 ,35 
2006/10/29,40 ,34 
2006/11/5,35 ,30 
2006/11/12,38 ,33 
2006/11/19,28 ,24 
2006/11/26,35 ,30 
2006/12/3,31 ,26 
2006/12/10,29 ,25 
2006/12/17,23 ,20 
2006/12/24,17 ,15 
2006/12/31,30 ,26 
2007/1/7,43 ,37 
2007/1/14,55 ,47 
2007/1/21,40 ,34 
2007/1/28,34 ,30 
2007/2/4,36 ,31 
2007/2/11,29 ,25 
2007/2/18,29 ,25 
2007/2/25,29 ,25 
2007/3/4,31 ,27 
2007/3/11,25 ,22 
2007/3/18,29 ,25 
2007/3/25,30 ,26 
2007/4/1,31 ,27 
2007/4/8,28 ,24 
2007/4/15,29 ,25 
2007/4/22,28 ,25 
2007/4/29,28 ,25 
2007/5/6,32 ,27 
2007/5/13,32 ,28 
2007/5/20,31 ,27 
2007/5/27,25 ,22 
2007/6/3,22 ,19 
2007/6/10,22 ,19 
2007/6/17,23 ,20 
2007/6/24,20 ,17 
2007/7/1,20 ,17 
2007/7/8,25 ,21 
2007/7/15,25 ,21 
2007/7/22,28 ,24 
2007/7/29,27 ,24 
2007/8/5,23 ,20 
2007/8/12,24 ,20 
2007/8/19,26 ,22 
2007/8/26,24 ,20 
2007/9/2,24 ,21 
2007/9/9,31 ,26 
2007/9/16,29 ,25 
2007/9/23,29 ,25 
2007/9/30,28 ,24 
2007/10/7,21 ,18 
2007/10/14,36 ,31 
2007/10/21,30 ,26 
2007/10/28,41 ,35 
2007/11/4,52 ,45 
2007/11/11,42 ,36 
2007/11/18,35 ,30 
2007/11/25,39 ,34 
2007/12/2,36 ,31 
2007/12/9,31 ,27 
2007/12/16,21 ,18 
2007/12/23,22 ,19 
2007/12/30,30 ,26 
2008/1/6,33 ,29 
2008/1/13,31 ,27 
2008/1/20,36 ,31 
2008/1/27,28 ,24 
2008/2/3,29 ,25 
2008/2/10,26 ,23 
2008/2/17,31 ,27 
2008/2/24,34 ,29 
2008/3/2,42 ,36 
2008/3/9,50 ,43 
2008/3/16,44 ,38 
2008/3/23,33 ,28 
2008/3/30,36 ,31 
2008/4/6,33 ,29 
2008/4/13,40 ,35 
2008/4/20,51 ,44 
2008/4/27,52 ,45 
2008/5/4,52 ,45 
2008/5/11,55 ,47 
2008/5/18,65 ,56 
2008/5/25,64 ,55 
2008/6/1,86 ,74 
2008/6/8,83 ,72 
2008/6/15,67 ,57 
2008/6/22,65 ,56 
2008/6/29,64 ,55 
2008/7/6,78 ,67 
2008/7/13,102 ,88 
2008/7/20,116 ,100 
2008/7/27,104 ,90 
2008/8/3,101 ,87 
2008/8/10,101 ,87 
2008/8/17,80 ,69 
2008/8/24,65 ,56 
2008/8/31,92 ,79 
2008/9/7,94 ,81 
2008/9/14,116 ,100 
2008/9/21,86 ,74 
2008/9/28,76 ,66 
2008/10/5,102 ,88 
2008/10/12,106 ,91 
2008/10/19,94 ,81 
2008/10/26,91 ,78 
2008/11/2,77 ,66 
2008/11/9,84 ,72 
2008/11/16,87 ,75 
2008/11/23,70 ,60 
2008/11/30,83 ,71 
2008/12/7,78 ,68 
2008/12/14,93 ,80 
2008/12/21,73 ,63 
2008/12/28,64 ,55 
2009/1/4,75 ,65 
2009/1/11,73 ,63 
2009/1/18,63 ,55 
2009/1/25,52 ,45 
2009/2/1,49 ,42 
2009/2/8,57 ,49 
2009/2/15,54 ,47 
2009/2/22,49 ,42 
2009/3/1,49 ,42 
2009/3/8,46 ,39 
2009/3/15,46 ,39 
2009/3/22,42 ,36 
2009/3/29,37 ,32 
2009/4/5,34 ,30 
2009/4/12,34 ,30 
2009/4/19,40 ,35 
2009/4/26,31 ,27 
2009/5/3,32 ,28 
2009/5/10,37 ,32 
2009/5/17,35 ,31 
2009/5/24,31 ,27 
2009/5/31,40 ,34 
2009/6/7,42 ,36 
2009/6/14,38 ,33 
2009/6/21,37 ,32 
2009/6/28,32 ,27 
2009/7/5,39 ,33 
2009/7/12,36 ,31 
2009/7/19,30 ,26 
2009/7/26,31 ,27 
2009/8/2,29 ,25 
2009/8/9,27 ,24 
2009/8/16,31 ,26 
2009/8/23,27 ,24 
2009/8/30,25 ,22 
2009/9/6,29 ,25 
2009/9/13,28 ,24 
2009/9/20,32 ,28 
2009/9/27,31 ,27 
2009/10/4,32 ,28 
2009/10/11,29 ,25 
2009/10/18,31 ,27 
2009/10/25,29 ,25 
2009/11/1,29 ,25 
2009/11/8,28 ,24 
2009/11/15,25 ,22 
2009/11/22,25 ,22 
2009/11/29,27 ,23 
2009/12/6,30 ,26 
2009/12/13,25 ,21 
2009/12/20,19 ,16 
2009/12/27,22 ,19 
2010/1/3,24 ,20 
2010/1/10,24 ,21 
2010/1/17,25 ,21 
2010/1/24,26 ,23 
2010/1/31,26 ,22 
2010/2/7,27 ,23 
2010/2/14,23 ,20 
2010/2/21,28 ,24 
2010/2/28,26 ,23 
2010/3/7,25 ,22 
2010/3/14,25 ,21 
2010/3/21,25 ,21 
2010/3/28,25 ,21 
2010/4/4,26 ,23 
2010/4/11,22 ,19 
2010/4/18,27 ,23 
2010/4/25,29 ,25 
2010/5/2,36 ,31 
2010/5/9,36 ,31 
2010/5/16,35 ,30 
2010/5/23,33 ,29 
2010/5/30,34 ,29 
2010/6/6,34 ,29 
2010/6/13,32 ,27 
2010/6/20,27 ,23 
2010/6/27,28 ,24 
2010/7/4,24 ,20 
2010/7/11,24 ,20 
2010/7/18,21 ,18 
2010/7/25,23 ,20 
2010/8/1,25 ,22 
2010/8/8,22 ,19 
2010/8/15,22 ,19 
2010/8/22,26 ,22 
2010/8/29,20 ,18 
2010/9/5,20 ,17 
2010/9/12,23 ,20 
2010/9/19,23 ,20 
2010/9/26,26 ,23 
2010/10/3,24 ,21 
2010/10/10,24 ,21 
2010/10/17,21 ,18 
2010/10/24,20 ,18 
2010/10/31,21 ,18 
2010/11/7,28 ,24 
2010/11/14,26 ,22 
2010/11/21,20 ,17 
2010/11/28,23 ,20 
2010/12/5,25 ,21 
2010/12/12,24 ,20 
2010/12/19,20 ,18 
2010/12/26,19 ,17 
2011/1/2,25 ,21 
2011/1/9,24 ,21 
2011/1/16,27 ,23 
2011/1/23,27 ,23 
2011/1/30,32 ,28 
2011/2/6,29 ,25 
2011/2/13,28 ,24 
2011/2/20,54 ,46 
2011/2/27,45 ,39 
2011/3/6,58 ,50 
2011/3/13,42 ,36 
2011/3/20,37 ,32 
2011/3/27,31 ,27 
2011/4/3,36 ,31 
2011/4/10,39 ,33 
2011/4/17,31 ,27 
2011/4/24,30 ,26 
2011/5/1,45 ,39 
2011/5/8,50 ,43 
2011/5/15,38 ,32 
2011/5/22,31 ,27 
2011/5/29,27 ,23 
2011/6/5,26 ,22 
2011/6/12,27 ,24 
2011/6/19,35 ,30 
2011/6/26,28 ,24 
2011/7/3,23 ,20 
2011/7/10,22 ,19 
2011/7/17,21 ,18 
2011/7/24,19 ,16 
2011/7/31,30 ,26 
2011/8/7,53 ,46 
2011/8/14,33 ,28 
2011/8/21,30 ,26 
2011/8/28,23 ,20 
2011/9/4,27 ,23 
2011/9/11,24 ,21 
2011/9/18,29 ,25 
2011/9/25,28 ,24 
2011/10/2,28 ,24 
2011/10/9,26 ,22 
2011/10/16,25 ,21 
2011/10/23,22 ,19 
2011/10/30,24 ,20 
2011/11/6,25 ,21 
2011/11/13,30 ,26 
2011/11/20,23 ,20 
2011/11/27,22 ,19 
2011/12/4,22 ,19 
2011/12/11,22 ,19 
2011/12/18,18 ,16 
2011/12/25,17 ,15 
2012/1/1,20 ,17 
2012/1/8,25 ,21 
2012/1/15,22 ,19 
2012/1/22,21 ,18 
2012/1/29,23 ,20 
2012/2/5,22 ,19 
2012/2/12,19 ,17 
2012/2/19,34 ,29 
2012/2/26,29 ,25 
2012/3/4,26 ,22 
2012/3/11,25 ,21 
2012/3/18,26 ,22 
2012/3/25,24 ,21 
2012/4/1,22 ,19 
2012/4/8,25 ,21 
2012/4/15,23 ,20 
2012/4/22,22 ,19 
2012/4/29,24 ,20 
2012/5/6,24 ,20 
2012/5/13,26 ,23 
2012/5/20,27 ,24 
2012/5/27,26 ,23 
2012/6/3,30 ,26 
2012/6/10,28 ,24 
2012/6/17,29 ,25 
2012/6/24,30 ,26 
2012/7/1,24 ,20 
2012/7/8,23 ,20 
2012/7/15,22 ,19 
2012/7/22,21 ,18 
2012/7/29,21 ,18 
2012/8/5,21 ,18 
2012/8/12,21 ,18 
2012/8/19,21 ,18 
2012/8/26,22 ,19 
2012/9/2,21 ,18 
2012/9/9,23 ,20 
2012/9/16,27 ,23 
2012/9/23,24 ,21 
2012/9/30,26 ,22 
2012/10/7,24 ,20 
2012/10/14,23 ,19 
2012/10/21,25 ,22 
2012/10/28,24 ,21 
2012/11/4,23 ,20 
2012/11/11,22 ,19 
2012/11/18,22 ,19 
2012/11/25,22 ,19 
2012/12/2,20 ,17 
2012/12/9,20 ,17 
2012/12/16,19 ,17 
2012/12/23,14 ,12 
2012/12/30,16 ,14 
2013/1/6,20 ,17 
2013/1/13,21 ,18 
2013/1/20,21 ,18 
2013/1/27,22 ,19 
2013/2/3,20 ,18 
2013/2/10,19 ,16 
2013/2/17,20 ,18 
2013/2/24,20 ,18 
2013/3/3,22 ,19 
2013/3/10,20 ,17 
2013/3/17,18 ,15 
2013/3/24,17 ,14 
2013/3/31,18 ,16 
2013/4/7,23 ,20 
2013/4/14,25 ,22 
2013/4/21,22 ,19 
2013/4/28,22 ,19 
2013/5/5,21 ,18 
2013/5/12,24 ,20 
2013/5/19,19 ,16 
2013/5/26,17 ,14 
2013/6/2,18 ,15 
2013/6/9,19 ,16 
2013/6/16,20 ,17 
2013/6/23,19 ,16 
2013/6/30,20 ,17 
2013/7/7,25 ,21 
2013/7/14,20 ,18 
2013/7/21,19 ,17 
2013/7/28,19 ,17 
2013/8/4,16 ,14 
2013/8/11,17 ,15 
2013/8/18,19 ,16 
2013/8/25,24 ,20 
2013/9/1,20 ,17 
2013/9/8,21 ,18 
2013/9/15,19 ,17 
2013/9/22,19 ,17 
2013/9/29,20 ,17 
2013/10/6,18 ,16 
2013/10/13,17 ,15 
2013/10/20,20 ,17 
2013/10/27,16 ,14 
2013/11/3,20 ,17 
2013/11/10,19 ,17 
2013/11/17,18 ,16 
2013/11/24,18 ,16 
2013/12/1,19 ,17 
2013/12/8,17 ,15 
2013/12/15,15 ,13 
2013/12/22,10 ,9 
2013/12/29,14 ,12 
2014/1/5,20 ,17 
2014/1/12,17 ,15 
2014/1/19,17 ,15 
2014/1/26,17 ,15 
2014/2/2,16 ,14 
2014/2/9,18 ,16 
2014/2/16,19 ,17 
2014/2/23,18 ,16 
2014/3/2,19 ,17 
2014/3/9,18 ,16 
2014/3/16,17 ,15 
2014/3/23,18 ,16 
2014/3/30,17 ,14 
2014/4/6,16 ,14 
2014/4/13,17 ,14 
2014/4/20,17 ,14 
2014/4/27,19 ,16 
2014/5/4,17 ,14 
2014/5/11,19 ,16 
2014/5/18,17 ,14 
2014/5/25,16 ,14 
2014/6/1,18 ,15 
2014/6/8,20 ,17 
